index	promptID	pairID	genre	sentence1_binary_parse	sentence2_binary_parse	sentence1_parse	sentence2_parse	sentence1	sentence2	label1	label2	label3	label4	label5	gold_label
14113								The little girl is sitting on a small wicker chair wearing a cute yellow and white dress.	The tiny girl is sitting on a small wicker chair wearing a cute yellow and white dress.						entailment
18695								A street scene in Japan showing a storefront.	A street scene in China showing a storefront.						contradiction
18696								A street scene in Japan showing a storefront.	A street scene in India showing a storefront.						contradiction
18697								A street scene in Japan showing a storefront.	A street scene in Vietnam showing a storefront.						contradiction
18698								A street scene in Japan showing a storefront.	A road scene in Japan showing a storefront.						entailment
18699								A street scene in Japan showing a storefront.	A street scene in Thailand showing a storefront.						contradiction
16100								A skinny person drinking beer.	A skinny person drinking tequila.						contradiction
16101								A skinny person drinking beer.	A skinny person drinking cider.						contradiction
16102								A skinny person drinking beer.	A skinny person drinking whisky.						contradiction
16103								A skinny person drinking beer.	A skinny person drinking gin.						contradiction
16104								A skinny person drinking beer.	A skinny person drinking vodka.						contradiction
11845								A big dog is mistaking the small dog as an enemy.	A small dog is mistaking the small dog as an enemy.						contradiction
11846								A big dog is mistaking the small dog as an enemy.	A big dog is mistaking the great dog as an enemy.						contradiction
11847								A big dog is mistaking the small dog as an enemy.	A big dog is mistaking the small dog as a friend.						contradiction
11848								A big dog is mistaking the small dog as an enemy.	A big dog is mistaking the small dog as an ally.						contradiction
11849								A big dog is mistaking the small dog as an enemy.	A big dog is mistaking the big dog as an enemy.						contradiction
